schoolyear,gradeLevel,classPeriod,classType,schoolName,gradePercentage,avid,sped,migrant,ell,student_ID
2023-2024,6,4.0,SCI,Allfeather Middle School,76.7,Y,N,Y,N,GQ03QE08B
2022-2023,1,9.0,SOC,Hall Elementary School,60.9,Y,N,N,N,WK2L05S6R
2024-2025,3,6.0,ENG,Leafy Elementary School,70.0,Y,N,N,N,O1E7D8X8J
2024-2025,6,2.0,SOC,North Junior High,90.0,Y,Y,N,N,4ID25A3TO
2022-2023,7,2.0,SOC,East Junior High,102.3,N,N,N,N,VQV0155QQ
2021-2022,6,4.0,SCI,Allfeather Middle School,97.3,N,N,N,N,H358BIZ1I
2022-2023,6,6.0,SOC,Allfeather Middle School,63.8,N,N,N,N,5U8YAVI65
2023-2024,3,5.0,ENG,Gale Elementary School,98.1,N,N,N,N,Z6FHV0C84
2024-2025,4,7.0,MAT,Maria Flowers Elementary School,84.4,Y,N,Y,Y,VEN2I6M58
2023-2024,4,5.0,ENG,Leafy Elementary School,74.3,Y,N,N,N,YVM4812KC
2018-2019,6,1.0,ELE,East Junior High,95.3,Y,N,N,N,ED5OJ637S
2024-2025,4,3.0,MUS,Grand River Elementary School,100.0,Y,N,N,N,51OVTQN85
2023-2024,0,5.0,ENG,Hall Elementary School,81.8,N,N,N,N,NCJ65R57B
2023-2024,0,2.0,ART,Rocky Elementary School,100.0,N,N,N,N,TQ26BD60G
2024-2025,7,4.0,SCI,West Junior High,90.8,N,N,N,N,PSF3Y74C1
2023-2024,0,8.0,SCI,Elk Meadow Elementary School,90.0,Y,Y,Y,Y,B41ZEUI51
2018-2019,8,3.0,SOC,North Junior High,86.1,N,N,N,N,81XN53ZLT
2023-2024,8,5.0,ELE,West Junior High,73.8,Y,N,Y,N,53NN24RHO
2024-2025,6,4.0,ART,North Junior High,100.0,Y,N,N,N,N1KM4K53L
2024-2025,2,3.0,MUS,Grand River Elementary School,100.0,Y,N,N,Y,73DHDI32A
2022-2023,7,5.0,MAT,Allfeather Middle School,77.0,N,N,N,N,K200Q3DMK
2024-2025,8,2.0,MAT,Allfeather Middle School,85.6,N,N,N,N,0T2GGN8V9
2018-2019,8,0.0,MS,Allfeather Middle School,88.5,N,N,N,N,596FWFT8B
2023-2024,6,3.0,MAT,West Junior High,87.3,Y,N,N,N,52U0IZRT6
2018-2019,6,6.0,MAT,Allfeather Middle School,96.1,Y,N,N,N,EF83L0Z3Z
2020-2021,8,4.0,ELE,West Junior High,72.7,Y,N,N,N,R77KSX85T
2023-2024,5,5.0,ENG,Rocky Elementary School,75.6,Y,N,N,N,E5XZQ17U8
2023-2024,4,4.0,PE,Grand River Elementary School,97.0,Y,Y,N,N,13NKOGA45
2023-2024,8,6.0,SCI,West Junior High,93.3,Y,N,N,Y,5Q94BFO0B
2024-2025,2,4.0,PE,Gale Elementary School,100.0,Y,N,N,N,BNG40P2J3
2022-2023,7,6.0,PE,Allfeather Middle School,97.5,N,Y,N,N,8Z5EL7P5G
2023-2024,8,2.0,SOC,East Junior High,87.3,N,N,Y,N,8V89RSFS3
2018-2019,8,4.0,ENG,West Junior High,38.6,Y,N,N,N,K9O92RNN0
2024-2025,4,2.0,ART,Seaside Elementary School,100.0,Y,Y,N,N,LVQ7DD687
2020-2021,7,2.0,ENG,South Junior High,90.1,Y,N,N,N,0AQSAF305
2024-2025,6,6.0,SOC,West Junior High,80.0,N,Y,N,N,87E40TKFG
2023-2024,5,6.0,SCI,Cloudy Elementary School,100.5,Y,N,N,N,ZG1E24M6V
2021-2022,8,3.0,PE,Allfeather Middle School,100.0,N,N,N,N,6HPY38G9A
2018-2019,7,4.0,IN,South Junior High,77.8,N,N,Y,N,76GUU1QM3
2022-2023,4,2.0,ART,Gale Elementary School,100.0,Y,N,N,N,T3HLB903R
2024-2025,3,5.0,ENG,Seaside Elementary School,87.5,Y,N,N,N,44M9G0QIY
2024-2025,3,8.0,SCI,Hall Elementary School,87.5,N,N,N,Y,99WYJF75U
2022-2023,6,4.0,ENG,North Junior High,95.5,Y,N,N,N,S389ZJDA0
2023-2024,7,4.0,ELE,North Junior High,91.9,N,N,N,N,EV77MD57H
2018-2019,7,6.0,ELE,Allfeather Middle School,74.4,Y,N,N,N,O4K3A0O0V
2021-2022,8,0.0,ELE,East Junior High,98.2,N,N,N,N,6KI4R8PI9
2023-2024,1,2.0,ART,Sunny Hillside Elementary School,95.0,N,Y,N,N,07P1XCX9X
2024-2025,4,8.0,SCI,Grand River Elementary School,100.0,Y,N,N,N,581UQGGJ7
2022-2023,8,5.0,ENG,Allfeather Middle School,92.0,N,N,N,N,9IS2Q17FX
2024-2025,2,2.0,ART,Cloudy Elementary School,98.1,N,N,N,N,7L8LFA3I5
2021-2022,7,1.0,MAT,North Junior High,70.2,N,N,N,N,NE0S7Q70O
2018-2019,7,6.0,SOC,Allfeather Middle School,81.2,N,N,Y,N,2PE453VBS
2018-2019,7,7.0,SCI,East Junior High,85.6,N,N,N,N,LMS0C80Y9
2024-2025,8,8.0,MS,East Junior High,50.0,N,Y,N,N,IS41RV3I2
2022-2023,6,3.0,SCI,East Junior High,77.8,N,N,N,N,830XQKRF6
2021-2022,8,2.0,ELE,East Junior High,96.4,Y,N,N,N,U6PI7HB81
2022-2023,6,1.0,MAT,North Junior High,61.7,Y,N,N,Y,Z16O60TIV
2024-2025,6,3.0,MAT,North Junior High,81.4,Y,N,Y,N,JW3B5OT05
2024-2025,8,1.0,MAT,Allfeather Middle School,99.5,Y,N,N,N,7KXI779DU
2022-2023,5,6.0,ENG,Gale Elementary School,96.8,Y,N,N,N,18WTJI85T
2023-2024,1,4.0,PE,Elk Meadow Elementary School,100.0,Y,N,N,Y,2A2S78FAJ
2024-2025,8,3.0,ART,Allfeather Middle School,60.2,N,N,N,N,FBN2D736W
2020-2021,7,1.0,ENG,East Junior High,4.3,N,Y,N,N,0Y7J5ILN8
2022-2023,8,5.0,SCI,Allfeather Middle School,51.7,N,N,N,N,M22K67ETR
2023-2024,6,1.0,PE,Allfeather Middle School,100.0,Y,N,N,N,O236G2QJX
2024-2025,6,8.0,ENG,West Junior High,88.6,N,N,N,Y,84DRE2ZS7
2022-2023,3,6.0,ENG,Leafy Elementary School,80.0,Y,N,N,N,P6K50YEU7
2020-2021,7,4.0,SCI,Allfeather Middle School,89.5,Y,N,N,N,8A6J74KQL
2023-2024,2,6.0,SOC,Seaside Elementary School,100.0,Y,N,N,N,5J5BHMY77
2018-2019,6,4.0,ENG,Allfeather Middle School,94.9,N,N,N,N,RES6102FP
2021-2022,7,4.0,SOC,South Junior High,91.9,N,N,N,N,WUD651Q9M
2022-2023,8,8.0,ELE,West Junior High,95.0,Y,N,N,N,HB2QUV676
2024-2025,7,4.0,MAT,West Junior High,96.8,N,N,N,N,DSLL4O478
2023-2024,6,3.0,ENG,South Junior High,94.0,N,N,N,Y,0I8CL6I0G
2022-2023,7,6.0,SCI,North Junior High,46.8,Y,N,N,N,ZF99QN8I1
2024-2025,1,5.0,ENG,Rocky Elementary School,87.7,Y,N,N,N,V74D7R6TU
2018-2019,6,1.0,SCI,Allfeather Middle School,88.5,N,N,Y,N,X99DLY8F4
2024-2025,8,4.0,SOC,Allfeather Middle School,56.3,N,Y,N,N,C7DVMY871
2024-2025,8,6.0,PE,West Junior High,97.7,Y,N,N,N,8L662NUZI
2022-2023,4,6.0,ENG,Gale Elementary School,87.1,Y,N,N,N,F9B52D3UK
2024-2025,5,3.0,MUS,Seaside Elementary School,100.0,Y,N,N,N,8B5D9YUW6
2021-2022,8,1.0,SOC,North Junior High,61.6,Y,N,N,N,NN46YPZ29
2023-2024,2,8.0,SCI,Cloudy Elementary School,88.7,N,N,N,N,98B2WHCE1
2018-2019,8,3.0,ENG,Allfeather Middle School,77.7,N,Y,N,N,T97KZ7QX9
2024-2025,2,5.0,ENG,Washington Stone Elementary School,81.5,Y,Y,N,Y,2D39LFGP6
2021-2022,8,2.0,ELE,West Junior High,95.0,Y,Y,N,N,355M6ALMI
2023-2024,2,5.0,ENG,Rocky Elementary School,86.1,N,N,N,N,CAH7SQ080
2024-2025,0,5.0,ENG,Hall Elementary School,86.7,Y,N,N,N,X14EMLM63
2018-2019,8,0.0,MS,Allfeather Middle School,27.1,N,N,N,N,2LP0U58CO
2021-2022,7,1.0,SOC,West Junior High,4.5,N,N,N,N,1GGPJ4K81
2018-2019,8,5.0,SCI,Allfeather Middle School,83.0,N,N,N,N,L22B5ODP8
2018-2019,8,5.0,ELE,North Junior High,85.4,Y,N,N,N,Y8YKT793Q
2023-2024,3,6.0,ENG,Grand River Elementary School,86.3,Y,N,N,N,0LP2ZX84A
2021-2022,6,0.0,MS,North Junior High,100.0,N,N,N,N,NR94TXG35
2023-2024,4,6.0,ENG,Grand River Elementary School,96.9,Y,N,N,Y,1SBT2N54N
2022-2023,3,3.0,MUS,Hall Elementary School,100.0,Y,N,Y,N,29T33MGLM
2022-2023,2,6.0,ENG,Hall Elementary School,92.9,Y,N,Y,N,GEC1Y03B2
2024-2025,7,2.0,MAT,South Junior High,86.9,Y,N,N,N,T71JU2QE6
2024-2025,0,4.0,PE,Hall Elementary School,100.0,Y,N,N,N,L22ZY0OZ7
2023-2024,7,1.0,MS,East Junior High,71.4,N,N,N,N,4JML65BV8
2024-2025,3,7.0,MAT,Seaside Elementary School,101.7,Y,N,N,N,ZPQ3819ZV
2023-2024,8,1.0,ENG,Allfeather Middle School,85.1,N,N,N,N,6F8PBU4X7
2024-2025,8,7.0,SOC,East Junior High,96.2,N,N,N,N,9K5R0EX3N
2024-2025,2,4.0,PE,Rocky Elementary School,100.0,N,Y,N,N,N9K7KF0A1
2022-2023,6,1.0,ENG,North Junior High,100.0,Y,N,N,N,5CI2C56BS
2022-2023,7,3.0,MAT,Allfeather Middle School,56.9,N,N,N,N,4C2U43IGU
2023-2024,6,1.0,ART,North Junior High,91.9,Y,N,Y,Y,4VD4ZPT99
2023-2024,1,8.0,SCI,Hall Elementary School,100.0,Y,N,N,Y,XRI490KS8
2024-2025,4,8.0,SCI,Tulip Beach Elementary School,88.0,Y,Y,N,N,68XQ4E2FN
2018-2019,8,5.0,SOC,Allfeather Middle School,49.6,N,N,N,N,33MGYYN57
2023-2024,7,1.0,SCI,South Junior High,93.1,N,N,N,N,87V7FOWC1
2023-2024,4,9.0,ENG,Hall Elementary School,77.8,Y,N,Y,Y,ZMSR89D96
2023-2024,3,6.0,ENG,Leafy Elementary School,62.5,N,N,Y,N,WN80LV87C
2022-2023,7,3.0,ELE,North Junior High,92.7,N,N,N,N,1G04S1NBM
2022-2023,6,3.0,PE,Allfeather Middle School,100.0,Y,N,N,N,G8R4I6E1B
2021-2022,6,6.0,MAT,Allfeather Middle School,99.4,Y,N,Y,N,U8LF52Q6P
2020-2021,7,1.0,ELE,South Junior High,88.0,Y,Y,N,N,U864HNSU7
2023-2024,5,4.0,PE,Rocky Elementary School,90.0,Y,N,Y,N,SRO003R1B
2020-2021,7,4.0,MAT,Allfeather Middle School,75.1,N,N,N,N,6ZSJ97W7H
2023-2024,3,9.0,SOC,Cloudy Elementary School,85.0,Y,Y,N,N,K4L82VNP4
2024-2025,7,3.0,SCI,West Junior High,77.0,N,N,Y,Y,050DEON5I
2024-2025,4,6.0,ENG,Cloudy Elementary School,67.3,Y,N,N,Y,1T594TORH
2024-2025,1,6.0,ENG,Grand River Elementary School,85.2,Y,N,N,N,7L9KZA5E1
2021-2022,8,6.0,ELE,Allfeather Middle School,85.7,N,N,N,N,6U0X6RWV2
2023-2024,5,7.0,MAT,Rocky Elementary School,9.0,Y,N,N,N,L50MQ33IB
2022-2023,7,3.0,ENG,West Junior High,88.3,N,Y,N,N,2CD12G1SG
2018-2019,7,3.0,SCI,East Junior High,73.0,N,N,N,N,2S97XJ7IV
2021-2022,7,8.0,PE,West Junior High,100.0,Y,N,N,N,35T9M8VUX
2023-2024,8,5.0,SCI,South Junior High,100.0,N,Y,N,N,U1YF7D37K
2023-2024,4,2.0,ART,Grand River Elementary School,100.0,Y,N,N,N,1NSYUE744
2021-2022,8,3.0,ENG,South Junior High,81.6,N,N,Y,N,P48J4Z9GC
2023-2024,1,4.0,PE,Grand River Elementary School,97.0,Y,N,N,N,6S65EY5OR
2024-2025,4,2.0,ART,Tulip Beach Elementary School,100.0,Y,N,N,N,3VDUDC539
2023-2024,2,3.0,MUS,Gale Elementary School,100.0,Y,N,N,Y,VR3P9P29O
2022-2023,8,7.0,SOC,Allfeather Middle School,74.9,N,N,N,N,JKFD332D5
2024-2025,8,8.0,MS,East Junior High,0.0,N,N,N,N,6MA1V02IY
2022-2023,6,6.0,ART,Allfeather Middle School,95.9,Y,N,N,N,551FI1TSC
2023-2024,6,3.0,MAT,West Junior High,99.4,N,Y,N,N,FQ59Z2L3R
2024-2025,7,1.0,PE,East Junior High,92.9,N,Y,N,Y,E82ZS48YP
2018-2019,8,8.0,ELE,South Junior High,88.6,N,N,N,N,Z7SL6P04A
2020-2021,7,5.0,ELE,West Junior High,8.8,N,N,N,N,097DNE0EV
2018-2019,7,5.0,ART,Allfeather Middle School,84.0,N,N,N,N,N4F5S3RL1
2018-2019,6,5.0,ELE,Allfeather Middle School,94.4,N,N,N,N,XX2HVZ435
2018-2019,7,3.0,SOC,North Junior High,64.1,N,N,N,N,EQC5N942E
2022-2023,0,7.0,MAT,Gale Elementary School,93.8,Y,N,N,N,4ARUW18L5
2018-2019,7,6.0,ENG,West Junior High,52.92,N,N,N,N,45XQRIZ90
2024-2025,7,6.0,PE,West Junior High,94.6,N,N,N,N,3LWAD08M7
2023-2024,6,4.0,SCI,North Junior High,100.0,Y,N,N,N,QI5H6D91H
2022-2023,6,2.0,SCI,East Junior High,56.0,N,N,N,N,HI9JX145O
2023-2024,7,4.0,ELE,North Junior High,87.5,N,N,N,N,SS1MN2R27
2023-2024,5,5.0,ENG,Gale Elementary School,85.0,Y,N,N,N,K6KLA429L
2018-2019,8,3.0,ENG,South Junior High,54.0,N,N,N,N,3GLX0J5T5
2023-2024,8,8.0,MAT,North Junior High,47.3,N,N,N,N,D3V62TD0Y
2018-2019,8,2.0,ELE,East Junior High,95.8,N,N,N,N,EBWDY6938
2020-2021,8,1.0,ENG,Allfeather Middle School,23.4,N,N,N,N,Q4R4WW24M
2021-2022,8,3.0,ELE,West Junior High,93.3,Y,N,N,N,PP4N378FP
2018-2019,8,8.0,ENG,South Junior High,89.2,N,N,N,N,66PD06SQR
2018-2019,8,1.0,ELE,West Junior High,86.0,Y,N,N,N,NWH2K047P
2024-2025,7,4.0,MAT,East Junior High,60.3,N,Y,Y,N,DRR0Z238W
2024-2025,1,6.0,ENG,Rocky Elementary School,95.4,N,N,N,N,Z86NS4XP5
2024-2025,8,8.0,SOC,North Junior High,100.0,Y,N,N,N,A607V6EMR
2023-2024,8,3.0,SOC,Allfeather Middle School,45.2,N,N,N,N,0KVJ39J5B
2021-2022,8,7.0,ELE,West Junior High,62.1,Y,N,N,N,Q06J82PYR
2021-2022,7,6.0,MUS,Allfeather Middle School,53.6,N,N,N,N,ON1G803NC
2023-2024,1,3.0,MUS,Gale Elementary School,100.0,N,Y,N,N,W473WSBT6
2022-2023,2,3.0,MUS,Gale Elementary School,103.2,Y,Y,N,N,95DSO31RO
2021-2022,6,2.0,ELE,Allfeather Middle School,81.5,Y,N,N,N,S86SPVR35
2024-2025,2,9.0,SOC,Cloudy Elementary School,100.0,N,N,N,N,60AWQ6UL9
2023-2024,2,4.0,PE,Grand River Elementary School,97.0,Y,N,N,N,T8JODJ359
2018-2019,8,8.0,MAT,South Junior High,82.3,N,N,N,N,7V1M1RS6X
2024-2025,2,6.0,ENG,Gale Elementary School,91.8,Y,N,N,N,S21X6SU2Z
2024-2025,0,3.0,MUS,Gale Elementary School,100.0,Y,N,N,N,FV432YS4V
2023-2024,1,5.0,SCI,Seaside Elementary School,75.0,Y,N,N,N,T5OF01EO2
2020-2021,8,2.0,ELE,Allfeather Middle School,11.3,N,N,N,N,35NEQ1IN9
2023-2024,1,4.0,PE,Rocky Elementary School,95.7,Y,N,N,N,9N3L76SDU
2022-2023,0,2.0,ENG,Gale Elementary School,83.5,Y,Y,Y,Y,X4R07GUG0
2023-2024,6,6.0,ELE,Allfeather Middle School,95.5,Y,N,N,N,YB2H5ZP24
2023-2024,6,8.0,ENG,North Junior High,47.0,N,N,N,N,72G3MSJA9
2024-2025,6,5.0,SCI,Allfeather Middle School,90.2,Y,N,N,N,8OESW5P22
2022-2023,7,1.0,ELE,Allfeather Middle School,69.7,N,N,N,N,4EJT8L6S2
2021-2022,8,1.0,MAT,North Junior High,88.0,N,Y,N,N,VD9N50VN4
2024-2025,3,2.0,ART,Tulip Beach Elementary School,100.0,N,N,N,N,9W11FNLG2
2024-2025,6,1.0,ENG,South Junior High,83.8,N,N,Y,N,E4V4N5ZL6
2022-2023,1,8.0,SCI,Hall Elementary School,100.0,Y,N,N,N,L34T0UPX4
2022-2023,5,4.0,PE,Gale Elementary School,100.0,Y,N,N,N,X3B709PUC
2018-2019,6,0.0,MS,Allfeather Middle School,90.0,Y,N,N,N,I2T6N4J9P
2023-2024,8,7.0,ELE,North Junior High,92.5,N,N,N,N,7MG6ERW85
2023-2024,3,6.0,ENG,Sunny Hillside Elementary School,80.8,Y,N,N,N,V34ISG9P8
2020-2021,6,1.0,SOC,South Junior High,82.4,N,N,N,N,69S43FIPZ
2018-2019,7,3.0,SCI,North Junior High,25.2,N,N,N,N,BB6MH292H
2022-2023,0,7.0,MAT,Washington Stone Elementary School,100.0,Y,N,N,N,HJ8O1O8R7
2023-2024,4,4.0,PE,Gale Elementary School,100.0,Y,N,Y,N,0YGR779MT
2024-2025,3,3.0,MUS,Gale Elementary School,100.0,Y,N,N,N,R0X3NE58A
2024-2025,7,1.0,MAT,East Junior High,80.2,N,N,N,N,JEVY21R36
2021-2022,6,1.0,ELE,North Junior High,96.3,Y,N,Y,N,3VT7AY84G
2020-2021,7,4.0,SCI,East Junior High,95.7,Y,N,N,N,47NNJD22H
2024-2025,7,3.0,ENG,Allfeather Middle School,104.9,N,Y,N,N,X18ZN98YO
2024-2025,0,8.0,SCI,Gale Elementary School,100.0,Y,N,N,N,09Q5UX1EU
2018-2019,8,7.0,SCI,East Junior High,79.8,N,N,N,N,EQZ92H6R3
2024-2025,4,4.0,PE,Tulip Beach Elementary School,100.0,Y,N,N,N,6KGSHX652
2018-2019,8,3.0,ENG,Allfeather Middle School,72.8,Y,Y,N,N,ZZMZ02L13
2021-2022,7,5.0,MUS,East Junior High,108.0,N,N,N,N,ZOM445QU2
2021-2022,6,6.0,SOC,Allfeather Middle School,15.6,N,N,N,N,27AS8AE7S
2023-2024,5,8.0,SCI,Rocky Elementary School,97.3,Y,N,N,N,WA578ZSA6
2023-2024,8,5.0,SCI,Allfeather Middle School,95.3,N,N,N,N,S4FY296OK
2023-2024,5,7.0,SOC,Hall Elementary School,98.4,Y,N,N,N,JNQ2690IK
2023-2024,7,6.0,MUS,East Junior High,66.4,N,N,N,N,LNK63U6Y3
2023-2024,1,4.0,PE,Cloudy Elementary School,100.0,Y,N,N,N,J7L9A6W5V
2024-2025,6,4.0,SCI,West Junior High,0.0,N,N,N,N,ZL33J6E0U
2018-2019,6,6.0,SOC,Allfeather Middle School,81.2,N,Y,N,N,EOOV803G0
2020-2021,7,1.0,PE,Allfeather Middle School,98.1,N,N,N,N,67MP0QVT6
2023-2024,5,2.0,ART,Maria Flowers Elementary School,90.0,N,N,N,Y,5M1D5LLQ5
2023-2024,0,7.0,MAT,Rocky Elementary School,79.7,Y,Y,N,N,758YR5XPR
2022-2023,3,8.0,SCI,Hall Elementary School,81.5,Y,N,N,Y,GZU8C287I
2023-2024,4,5.0,ENG,Grand River Elementary School,34.3,Y,N,Y,N,KR1419FZY
2022-2023,4,5.0,ENG,Gale Elementary School,82.5,Y,N,N,Y,M646WO8FI
2021-2022,7,2.0,PE,West Junior High,70.0,N,N,N,N,Z0H69GY3N
2024-2025,4,7.0,MAT,Grand River Elementary School,94.4,Y,N,N,N,E8LP9B10A
2020-2021,6,7.0,ENG,West Junior High,70.1,Y,Y,N,N,I9X8CYB22
2024-2025,5,5.0,MAT,Grand River Elementary School,95.8,Y,N,N,N,0M858MPIK
2021-2022,7,3.0,ENG,West Junior High,84.1,N,N,N,N,V2T2H4OJ8
2022-2023,7,4.0,SCI,North Junior High,54.2,Y,N,N,Y,C0L810URF
2023-2024,5,6.0,ENG,Rocky Elementary School,99.0,Y,N,N,N,BG3ATW463
2024-2025,0,5.0,ENG,Rocky Elementary School,59.8,Y,N,N,N,TVF62X11U
2020-2021,7,3.0,SCI,South Junior High,69.4,Y,N,Y,N,9G007JCJG
2020-2021,7,3.0,PE,West Junior High,54.8,N,N,Y,N,U5E4TLI19
2023-2024,0,3.0,MUS,Maria Flowers Elementary School,95.0,N,N,N,N,Y933HGQK3
2023-2024,1,8.0,SCI,Sunny Hillside Elementary School,83.3,Y,N,N,N,MMB21WT05
2024-2025,1,8.0,SCI,Rocky Elementary School,100.0,N,N,N,N,D1H7L93PA
2022-2023,6,4.0,ENG,North Junior High,87.3,N,N,N,N,01O56OOCM
2023-2024,3,8.0,ENG,Hall Elementary School,92.0,Y,N,Y,Y,0IY31E4LO
2024-2025,1,7.0,MAT,Rocky Elementary School,95.0,N,N,N,Y,J7O7EI48U
2021-2022,6,5.0,SCI,South Junior High,77.2,N,N,Y,N,2VUL05FI8
2023-2024,2,6.0,ENG,Grand River Elementary School,98.1,Y,N,N,N,5P21R7YNM
2024-2025,4,2.0,ART,Cloudy Elementary School,100.0,Y,N,N,N,R6PAVP583
2024-2025,0,2.0,ART,Gale Elementary School,100.0,Y,Y,N,N,I49EUEV65
2024-2025,0,2.0,ART,Seaside Elementary School,100.0,Y,N,N,N,080TNLD5F
2024-2025,5,3.0,MUS,Gale Elementary School,100.0,Y,N,N,N,QU8PX800D
2018-2019,8,4.0,SCI,West Junior High,71.4,Y,N,N,N,N2R47EP2U
2024-2025,1,7.0,MAT,Tulip Beach Elementary School,92.2,N,N,N,N,9N1D15MJG
2020-2021,8,2.0,SCI,Allfeather Middle School,99.8,N,N,N,N,Z0K62CIW1
2022-2023,6,8.0,SCI,West Junior High,92.4,N,N,N,N,107RL3KTI
2020-2021,6,3.0,SCI,West Junior High,5.3,Y,Y,N,N,4VR5SU6G6
2023-2024,2,2.0,ART,Rocky Elementary School,98.8,Y,N,N,N,CK19H36YM
2021-2022,8,0.0,ELE,East Junior High,95.0,N,N,N,N,9AT32DE2E
2023-2024,5,2.0,ART,Rocky Elementary School,96.3,Y,N,N,N,0U0U8TG3J
2023-2024,6,8.0,SOC,West Junior High,55.4,N,N,N,Y,JY92KH7E9
2024-2025,7,6.0,PE,West Junior High,87.6,N,N,N,N,YVA083I2S
2022-2023,4,5.0,ENG,Washington Stone Elementary School,75.9,Y,N,N,N,P8S9HOD77
2024-2025,8,6.0,SOC,West Junior High,89.0,Y,N,N,Y,2L51G4SSA
2018-2019,6,8.0,PE,South Junior High,85.7,Y,N,Y,N,7R0VQ0R0Q
2023-2024,5,8.0,SCI,Tulip Beach Elementary School,90.5,N,Y,N,N,01U8NXEJ1
2023-2024,8,4.0,MUS,Allfeather Middle School,105.1,N,N,N,N,ID7RV87G9
2024-2025,2,6.0,ENG,Elk Meadow Elementary School,50.0,Y,N,Y,Y,F32RXNL84
2023-2024,6,6.0,ENG,North Junior High,91.4,Y,N,N,N,3MC3CT6U1
2024-2025,6,5.0,SOC,North Junior High,80.0,Y,N,N,N,93R4KAK5J
2024-2025,3,3.0,MUS,Seaside Elementary School,100.0,Y,N,N,N,K55L5UVL9
2023-2024,2,2.0,ART,Cloudy Elementary School,96.9,N,N,N,N,FG8GK075Q
2023-2024,5,2.0,ART,Rocky Elementary School,97.1,Y,N,N,N,2W5JWP61L
2022-2023,0,8.0,MUS,Gale Elementary School,100.0,N,Y,Y,N,W728ILAV8
2023-2024,5,5.0,ENG,Sunny Hillside Elementary School,84.7,Y,N,N,N,92JJZD3P3
2023-2024,6,2.0,ENG,Online Learning School,81.1,Y,N,N,N,04CV6M6NE
2018-2019,6,3.0,MUS,Allfeather Middle School,79.2,N,N,N,N,Y053AIND1
2022-2023,3,5.0,ENG,Gale Elementary School,86.4,Y,N,N,N,Y23II34AG
2024-2025,0,9.0,SOC,Grand River Elementary School,100.0,Y,N,N,N,804OGNGA3
2023-2024,7,5.0,MUS,East Junior High,85.1,Y,N,N,N,HL23D28SX
2021-2022,8,5.0,ELE,Allfeather Middle School,68.8,Y,N,N,N,X4QO85D0A
2023-2024,3,7.0,MAT,Grand River Elementary School,53.3,Y,N,N,N,871W1GVXP
2024-2025,3,2.0,ART,Cloudy Elementary School,97.9,N,N,N,N,419J9FEDC
2021-2022,7,4.0,ENG,North Junior High,75.7,N,Y,N,N,P9H63VOP5
2023-2024,0,6.0,ENG,Hall Elementary School,100.0,Y,N,N,N,JYV61QD05
2018-2019,6,4.0,MAT,North Junior High,101.0,Y,N,N,N,M77KQ5H6X
2024-2025,7,5.0,MAT,Allfeather Middle School,41.0,Y,N,Y,Y,83N84QAAJ
2020-2021,7,6.0,ENG,South Junior High,0.0,Y,N,N,N,PAV8J63S6
2024-2025,4,5.0,ENG,Washington Stone Elementary School,94.3,Y,N,N,Y,2QRTY710T
2024-2025,8,2.0,ELE,North Junior High,99.3,Y,N,N,N,7562PBNIX
2021-2022,8,6.0,SCI,North Junior High,100.0,N,N,N,N,35X1DNHW4
2024-2025,5,8.0,ENG,Cloudy Elementary School,63.8,Y,Y,N,N,N32UB03UR
2023-2024,1,7.0,MAT,Leafy Elementary School,87.5,Y,N,N,N,E3N7W58XY
2023-2024,8,3.0,MAT,East Junior High,101.6,N,Y,N,N,P870HQY4N
2020-2021,6,5.0,SOC,East Junior High,78.5,N,Y,N,N,QT2O9I3A6
2024-2025,6,3.0,SOC,East Junior High,73.3,N,N,N,N,6P1P4EDD2
2022-2023,4,6.0,ENG,Gale Elementary School,90.6,Y,N,N,Y,OCSZ4099A
2020-2021,8,2.0,MAT,East Junior High,27.3,N,N,N,N,MR75R38FB
2023-2024,4,5.0,SCI,Seaside Elementary School,85.4,Y,Y,N,N,I06QA93HW
2020-2021,8,3.0,SCI,North Junior High,95.2,N,N,N,N,ED1W39MB5
2024-2025,4,9.0,SOC,Washington Stone Elementary School,48.0,Y,N,N,N,4FYBBU079
2022-2023,3,6.0,SOC,Hall Elementary School,90.0,Y,N,N,N,X56S7C5NT
2024-2025,5,6.0,ENG,Tulip Beach Elementary School,94.8,Y,N,N,N,7NK0L6N0L
2022-2023,6,1.0,MUS,Allfeather Middle School,100.0,Y,N,N,N,B13WZZ7T6
2023-2024,2,8.0,SCI,Gale Elementary School,100.0,Y,N,N,N,8W38GY0IE
2023-2024,0,8.0,SCI,Rocky Elementary School,100.0,Y,N,N,Y,J7O7EI48U
2024-2025,3,8.0,SCI,Gale Elementary School,96.0,Y,N,N,N,LGJJW1086
2022-2023,8,4.0,ELE,Allfeather Middle School,99.3,Y,N,Y,N,41WIC5VN7
2021-2022,6,2.0,ENG,South Junior High,62.3,N,N,N,N,96I1D5NBE
2021-2022,6,1.0,ELE,Allfeather Middle School,21.7,N,N,N,N,P9ECWL949
2022-2023,3,3.0,MUS,Gale Elementary School,100.0,Y,N,N,N,N26AO5R1S
2023-2024,2,8.0,MUS,Seaside Elementary School,100.0,Y,N,N,N,N26CCK97K
2018-2019,7,7.0,SOC,North Junior High,75.4,N,N,N,N,0Y2FO07NQ
2023-2024,5,7.0,MAT,Sunny Hillside Elementary School,89.6,Y,N,N,N,49PJTS0N0
2024-2025,8,3.0,SOC,Allfeather Middle School,77.1,N,Y,N,N,G31M7WQD0
